,Price,Address,Specifics
342,"$599,000",166 St. Lawrence Dr,3+2BD2BA3 Parking
343,"$1,998,000",387 Prince Edward Dr N,4BD2BA3 Parking
344,"$6,359,000",320 Dalewood Dr,"4+2BD8BA13 Parking+5,000 sqft"
345,"$1,198,000",11 Sprucedale Way,4BD3BA6 Parking
346,"$1,158,000",95 Highlands Blvd,"4BD3BA4 Parking2,500-3,000 sqft"
347,"$789,900",302 Billington Clse,"3BD3BA3 Parking1,500-2,000 sqft"
348,"$1,249,900",16 Peony St,"4+2BD5BA6 Parking2,500-3,000 sqft"
349,"$2,499,000",216 River Birch St,"4+2BD6BA9 Parking3,500-5,000 sqft"
350,"$1,139,000",7 Devlin Pl,3+1BD2BA5 Parking
351,"$1,968,888",33 Castle Hill Dr,"4+1BD4BA4 Parking3,000-3,500 sqft"
352,"$399,900",31 Toronto St,2BD1BA4 Parking
353,"$1,350,000",3472 Queen St,"4BD4BA8 Parking2,000-2,500 sqft"
354,"$1,399,000",23 Virginia Dr,"4BD3BA6 Parking2,500-3,000 sqft"
355,"$789,900",3029 Monarch Dr,"3+1BD4BA3 Parking1,500-2,000 sqft"
356,"$229,900",00 White Lake Road,
357,"$699,999",10100 Townsend Line,"3BD2BA12 Parking1,500-2,000 sqft"
358,"$799,999",24 Sharon Crt,3BD2BA5 Parking
359,"$2,549,000",Lot 4 - 75 Burlwood Rd,"4BD5BA7 Parking3,500-5,000 sqft"
360,"$1,399,000",9213 Regional 25 Rd,"4+1BD4BA10 Parking2,500-3,000 sqft"
361,"$1,799,900",277 Stanton Ave W,"4BD4BA5 Parking3,000-3,500 sqft"
362,"$1,169,000",257 Meadowhawk Tr,4BD3BA6 Parking
363,"$2,499,900",7085 County Rd 65 Rd,4BD3BA20 Parking
364,"$1,088,880",16969 80 AVENUE,"6BD5BA6 Parking3,668 sqft"
365,"$2,950,000",12 Terrace Ave,4+2BD7BA8 Parking
366,"$879,888",212 Claire Dr,"2+2BD3BA4 Parking1,100-1,500 sqft"
367,"$1,099,000",23 Light Dr,"3BD4BA4 Parking2,000-2,500 sqft"
368,"$2,298,000",338 Horsham Ave,3BD2BA6 Parking
369,"$1,499,000",316 Landsbridge St,"4+1BD4BA4 Parking2,500-3,000 sqft"
370,"$799,900",29 Todd Cres,"4BD4BA6 Parking2,500-3,000 sqft"
371,"$774,900",4 Bennett Crt,"2+1BD2BA4 Parking2,000-2,500 sqft"
372,"$1,499,900",504726 Grey Rd,4+2BD5BA6 Parking
373,"$1,698,990",69 Calabria Dr,"4BD4BA6 Parking2,500-3,000 sqft"
374,"$990,000",Ontario - 45 Main St N,"2BD1BA7 Parking1,500-2,000 sqft"
375,"$1,369,000",32668 PANDORA AVENUE,"6BD3BA5 Parking2,568 sqft"
376,"$989,000",26 Main Street,"2BD1BA0 Parking1,364 sqft"
377,"$659,000",51 GLEN VISTA Drive,4BD3BA0 Parking985 sqft
378,"$749,900",87 York Street,"4BD3BA0 Parking1,816 sqft"
379,"$1,199,000",142 MARGARET Avenue,"5BD2BA2 Parking2,047 sqft"
380,"$749,900",87 York Street,Detached
381,"$589,900",65 Eastvale Place,3BD2BA0 Parking950 sqft
382,"$1,239,900",1063 Bedford Avenue,"4BD2BA1 Parking1,063 sqft"
383,"$699,000",79 Kennard Street,"4BD3BA2 Parking2,234 sqft"
384,"$1,549,000",22 Ravina Crescent,"6BD4BA2 Parking2,920 sqft"
385,"$579,900",27 Bristol Street,"3BD2BA1 Parking1,022 sqft"
386,"$1,199,999",155 BISHOPSGATE Road,"4BD3BA6 Parking3,324 sqft"
387,"$725,000",203 John Street N,Semi-Detached
388,"$725,000",203 John Street N,"4BD3BA0 Parking1,500 sqft"
389,"$2,000,000",125 Tennessee Avenue,"3BD3BA0 Parking3,534 sqft"
390,"$1,885,000",40 Tremaine Terr,"4BD4BA8 Parking3,500-5,000 sqft"
391,"$599,999",122 Rutherford Rd N,3+2BD2BA4 Parking
392,"$1,029,999",13 Camill Ave,3BD4BA2 Parking
393,"$1,438,800",3177 MARINER WAY,"5BD3BA4 Parking1,939 sqft"
394,"$1,249,900",8542 ROSEBANK CRESCENT,"3BD2BA4 Parking1,239 sqft"
395,"$13,880,000",1188 WOLFE AVENUE,"9BD10BA2 Parking9,490 sqft"
396,"$799,900",10 Frances Ave,"2+2BD3BA5 Parking1,500-2,000 sqft"
397,"$589,900",65 Eastvale Pl,"3BD2BA2 Parking700-1,100 sqft"
398,"$1,550,000",8 Lost Hollow Rd,"4BD4BA5 Parking2,500-3,000 sqft"
399,"$929,900",3404 Garrard Rd,3+2BD3BA6 Parking
400,"$1,489,000",803 MASSEY STREET,"5BD3BA3 Parking3,128 sqft"
401,"$1,599,000",3811 SPRINGFIELD DRIVE,"3BD3BA3 Parking1,783 sqft"
402,"$1,249,900",8540 ROSEBANK CRESCENT,"3BD2BA3 Parking1,200 sqft"
403,"$2,200,000",11230 156 STREET,"5BD6BA0 Parking3,266 sqft"
404,"$449,900",66 Brook Rd,3BD1BA6 Parking
405,"$899,000",53 Regent St,2+1BD2BA5 Parking
406,"$1,399,000",731 Lansdowne Ave,3+1BD3BA0 Parking
407,"$1,399,000",276 Chelsea Cres,"5BD4BA4 Parking2,500-3,000 sqft"
408,"$1,250,000",41 Beckwith Cres,"3+2BD4BA8 Parking2,000-2,500 sqft"
409,"$1,299,000",7789 BURGESS STREET,"3BD2BA2 Parking1,972 sqft"
410,"$1,110,000",48269 YALE ROAD,"4BD5BA8 Parking1,775 sqft"
411,"$12,880,000",1712 CEDAR CRESCENT,"5BD4BA6 Parking7,926 sqft"
412,"$1,695,000",36 Jade Cres,"4+1BD4BA6 Parking2,500-3,000 sqft"
413,"$1,299,000",783 Queenston Blvd,4BD5BA4 Parking
414,"$2,498,000",77 Mcarthur Dr,4+2BD4BA21 Parking
415,"$1,465,000",26 - 4217 OLD CLAYBURN ROAD,"6BD6BA4 Parking3,625 sqft"
416,"$1,998,000",128 E 57TH AVENUE,"5BD3BA4 Parking2,408 sqft"
417,"$5,999,000",14833 HARDIE AVENUE,"5BD8BA10 Parking8,427 sqft"
418,"$1,249,000",6301 180A STREET,"3BD3BA4 Parking2,100 sqft"
419,"$1,355,000",48 Thicket Tr,3+1BD3BA4 Parking
420,"$995,000",69 Division St,"4BD3BA4 Parking2,000-2,500 sqft"
421,"$2,899,900",1185 Shoreview Dr,"4+1BD5BA11 Parking3,500-5,000 sqft"
422,"$1,425,000",81 Conference Blvd E,4+2BD4BA2 Parking
423,"$2,099,000",2360 DOUGLAS CRESCENT,"5BD6BA4 Parking2,988 sqft"
424,"$399,999",433 Davis Street,"2BD1BA1 Parking1,124 sqft"
425,"$474,900",138 Ivon Avenue,"2BD1BA2 Parking1,100 sqft"
426,"$727,777",106 Huxley Avenue N,"4BD3BA0 Parking2,344 sqft"
427,"$549,999",484 Wentworth Street N,"4BD3BA0 Parking1,564 sqft"
428,"$829,990",43 Peggy Avenue,"4BD3BA4 Parking2,731 sqft"
429,"$999,900",2003 FAVERSHAM Avenue,"3BD2BA1 Parking1,980 sqft"
430,"$779,000",2 Ashwood Court,"3BD2BA0 Parking1,159 sqft"
431,"$599,900",159 Bell Avenue,3BD2BA0 Parking825 sqft
432,"$699,900",59 East 21st Street,"3BD2BA0 Parking1,050 sqft"
433,"$499,900",919 Brucedale Avenue E,3BD2BA1 Parking933 sqft
434,"$609,900",180 EAST 23RD Street,3BD2BA1 Parking957 sqft
435,"$829,950",82 BLACKWOOD Crescent,"4BD2BA0 Parking1,020 sqft"
436,"$824,999",783 Queensdale Avenue E,Detached
437,"$824,999",783 Queensdale Avenue E,5BD2BA0 Parking877 sqft
438,"$969,500",253 BAY Street N,"3BD3BA0 Parking1,737 sqft"
439,"$979,900",10 Chudleigh Street,"4BD2BA1 Parking1,443 sqft"
440,"$1,989,000",3 - 976 SHADELAND Avenue,"5BD4BA2 Parking2,449 sqft"
441,"$499,900",35 Nature Line,2BD1BA2 Parking750 sqft
442,"$599,000",5977 Barker Street,"3BD2BA2 Parking1,950 sqft"
443,"$949,000",3079 WILSON Street W,Detached
444,"$389,000",45 Division Street,3BD1BA0 Parking829 sqft
445,"$2,250,000",89 Oaklands Park Court,"5BD5BA2 Parking3,675 sqft"
446,"$849,900",104 ROYAL WINTER Drive,"3BD3BA2 Parking2,194 sqft"
447,"$1,200,000",1757 SOUTHMERE CRESCENT,"3BD3BA4 Parking2,128 sqft"
448,"$2,399,000",19656 31A AVENUE,"9BD9BA0 Parking5,590 sqft"
449,"$1,390,000",Lot 72 Street B Rd,4BD4BA4 Parking
450,"$975,000",1222 Mapleview Dr,2+3BD4BA4 Parking
451,"$999,000",1908 Metro Rd N,3+1BD2BA6 Parking
452,"$3,998,000",3340 MAMQUAM ROAD,"4BD4BA6 Parking3,303 sqft"
453,"$2,238,000",2660 EAGLE MOUNTAIN DRIVE,"5BD5BA4 Parking5,350 sqft"
454,"$1,399,999",92 Brookside Ave,3+1BD2BA1 Parking
455,"$725,000",16 Overlea Cres,"2+1BD2BA3 Parking700-1,100 sqft"
456,"$1,599,000",21025 Lakeridge Rd,"7BD4BA10 Parking3,500-5,000 sqft"
457,"$574,900",23 - 53480 BRIDAL FALLS ROAD,2BD2BA3 Parking886 sqft
458,"$949,000",46519 STRATHCONA ROAD,"3BD2BA4 Parking2,574 sqft"
459,"$1,249,000",36734 DIANNE BROOK AVENUE,"5BD4BA4 Parking2,515 sqft"
460,"$1,390,000",7143 NICHOLSON ROAD,"3BD2BA3 Parking1,815 sqft"
461,"$1,299,000",1 Pilgrim Pl,"4+2BD4BA6 Parking2,000-2,500 sqft"
462,"$579,900",22 Charlbrook Ave,"3+1BD2BA5 Parking1,100-1,500 sqft"
463,"$1,599,000",30 Blue Jay Crt,"4BD4BA12 Parking3,500-5,000 sqft"
464,"$1,099,999",20 Hitching Post Rd,"4BD4BA6 Parking3,000-3,500 sqft"
465,"$1,799,900",63 Harmony Hill Cres,4+1BD4BA6 Parking
466,"$999,999",44 Billingsley Cres,"3+3BD4BA2 Parking1,500-2,000 sqft"
467,"$1,869,000",719 E 26TH AVENUE,"4BD4BA1 Parking1,755 sqft"
468,"$1,639,000",2228 GARDEN DRIVE,"4BD3BA1 Parking1,620 sqft"
469,"$829,000",5612 Desson Ave,5BD5BA3 Parking
470,"$1,800,000",16 Great Railway Crt,"4BD5BA6 Parking3,000-3,500 sqft"
471,"$659,900",289 Woodycrest Ave,"3+1BD2BA4 Parking1,100-1,500 sqft"
472,"$975,000",43 Elizabeth Cres,"2+1BD2BA10 Parking1,100-1,500 sqft"
473,"$2,825,000",45 SWEETWATER PLACE,"6BD4BA2 Parking3,667 sqft"
474,"$1,998,000",4440 SORENSON CRESCENT,"4BD2BA1 Parking2,000 sqft"
475,"$2,650,000",27725 QUINTON AVENUE,"1BD2BA3 Parking1,500 sqft"
476,"$579,900",27 Bristol St,"3BD2BA2 Parking700-1,100 sqft"
477,"$999,990",249 Crafter Cres,"4BD4BA6 Parking3,500-5,000 sqft"
478,"$499,900",919 Brucedale Ave E,"3BD2BA4 Parking700-1,100 sqft"
479,"$2,250,000",89 Oaklands Park Crt,"5BD5BA14 Parking3,000-3,500 sqft"
480,"$2,649,900",4186 Arbourfield Dr,"3+1BD4BA4 Parking3,000-3,500 sqft"
481,"$850,000",38 Rosset Valley Crt,"3BD2BA4 Parking1,100-1,500 sqft"
482,"$2,999,999",1433 Old Forest Rd,"5BD7BA7 Parking3,500-5,000 sqft"
483,"$2,749,900",16 Dunsmore Gdns,"4+1BD6BA6 Parking3,000-3,500 sqft"
484,"$1,275,000",3271 NORFOLK STREET,"4BD3BA4 Parking2,078 sqft"
485,"$1,598,000",2980 CAPE COURT,"3BD3BA3 Parking2,012 sqft"
486,"$1,033,000",2514 Oak Row Cres,3+1BD2BA6 Parking
487,"$1,179,000",26 Springhurst Ave,4BD4BA4 Parking
488,"$599,999",A & B - 490 St Louis St,3BD2BA3 Parking
489,"$799,000",1661 Gazelle Tr,"3+1BD2BA10 Parking1,500-2,000 sqft"
490,"$999,999",115 Centre St S,3+3BD2BA6 Parking
491,"$1,599,999",297 Brickstone Circ,"4+1BD6BA4 Parking2,500-3,000 sqft"
492,"$2,299,000",10700 Regional Road 1 Rd,"4BD4BA25 Parking3,500-5,000 sqft"
493,"$3,388,000",8311 LESLIE ROAD,"6BD7BA3 Parking3,925 sqft"
494,"$1,973,000",2320 VISTA COURT,"5BD3BA3 Parking2,702 sqft"
495,"$799,990",34 Cheevers Rd,"4BD3BA4 Parking2,000-2,500 sqft"
496,"$810,000",20 Kerr St,"3BD3BA4 Parking1,500-2,000 sqft"
497,"$2,399,000",5891 Weisenberg Rd,"4+1BD3BA15 Parking2,000-2,500 sqft"
498,"$999,000",859 Tice Rd,"3BD3BA10 Parking2,000-2,500 sqft"
499,"$859,000",72 Lanyard Rd,4BD3BA6 Parking
500,"$1,299,900",805 Horseshoe Valley Rd E,3BD3BA6 Parking
501,"$839,900",67 Stanley St,"2+2BD3BA6 Parking1,100-1,500 sqft"
502,"$1,090,000",223 Milliken Meadows Dr,"3BD4BA5 Parking1,500-2,000 sqft"
503,"$1,265,000",186 Castle Rock Dr,4BD4BA6 Parking
504,"$799,900",893 Mahina St,"3+1BD2BA3 Parking1,100-1,500 sqft"
505,"$2,988,000",611 Northcliffe Blvd,"3+1BD3BA1 Parking2,500-3,000 sqft"
506,"$4,498,000",929 CANYON BOULEVARD,"6BD7BA4 Parking4,985 sqft"
507,"$1,388,000",16510 85 AVENUE,"4BD3BA4 Parking2,238 sqft"
508,"$1,100,000",107 Honey St,"4BD4BA2 Parking2,000-2,500 sqft"
509,"$979,900",10 Chudleigh St,"3+1BD2BA2 Parking1,100-1,500 sqft"
510,"$1,588,000",127 Fallharvest Way,4BD4BA4 Parking
511,"$728,000",11 Jasper Dr,3+2BD1BA3 Parking
512,"$2,000,000",125 Tennessee Ave,"3BD3BA7 Parking3,500-5,000 sqft"
513,"$2,159,000",450 Davis Side Rd,"3+2BD3BA13 Parking2,000-2,500 sqft"
514,"$1,469,900",1244 Grandview Dr,"3BD2BA4 Parking1,500-2,000 sqft"
515,"$1,145,000",648 Castleguard Cres,"2+1BD2BA3 Parking1,100-1,500 sqft"
516,"$1,250,000",20 Abbeville Rd,4+1BD4BA4 Parking
517,"$5,098,000",4995 ROBSON ROAD,"4BD4BA4 Parking2,961 sqft"
518,"$1,780,000",20560 46A AVENUE,"5BD4BA4 Parking3,959 sqft"
519,"$614,999",595 Willow Rd,"3BD1BA4 Parking700-1,100 sqft"
520,"$499,000",187 Major St,"3BD2BA4 Parking1,100-1,500 sqft"
521,"$1,689,000",13 Elmcrest Dr,4+2BD5BA6 Parking
522,"$1,188,800",12 Lomond Ave,"3+1BD4BA4 Parking1,500-2,000 sqft"
523,"$840,000",17A Blandford St,3BD1BA0 Parking
524,"$549,999",484 Wentworth St N,"4BD4BA0 Parking1,500-2,000 sqft"
525,"$799,000",182 Byers St,4BD3BA2 Parking
526,"$799,000",4342 Mann St,"3BD2BA4 Parking1,500-2,000 sqft"
527,"$828,000",16 Finchley Cres,3+1BD2BA6 Parking
528,"$1,099,900",4122 Treetop Cres,"3+1BD3BA3 Parking1,500-2,000 sqft"
529,"$1,180,000",2 Jericho Ave,"4BD4BA4 Parking2,500-3,000 sqft"
530,"$799,999",769 Greenfield Cres,3BD2BA6 Parking
531,"$1,199,000",7 Jura Crt,"2+1BD4BA6 Parking1,500-2,000 sqft"
532,"$2,798,000",1155 FULTON AVENUE,"4BD3BA2 Parking2,429 sqft"
533,"$2,299,000",717 E 26TH AVENUE,"5BD4BA1 Parking2,286 sqft"
534,"$999,900",Lot 180 Anishinaabe Dr,4BD3BA4 Parking
535,"$1,149,000",179 Franklin Tr,"4BD4BA4 Parking2,500-3,000 sqft"
536,"$1,299,000",123 Delrex Blvd,"3+2BD4BA5 Parking1,500-2,000 sqft"
537,"$1,688,000",218 Bogert Ave,3+1BD3BA3 Parking
538,"$1,828,000",10166 NO. 2 ROAD,"6BD4BA6 Parking3,041 sqft"
539,"$1,299,000",51151 FARMERS WAY,"4BD4BA2 Parking3,016 sqft"
540,"$1,299,000",398 Coons Rd,"4BD2BA6 Parking2,000-2,500 sqft"
541,"$949,900",116 Tiller Tr,3+2BD4BA2 Parking
542,"$974,900",834 Cabot Tr,"3BD2BA9 Parking1,100-1,500 sqft"
543,"$799,000",163 Longfield Rd,3+1BD2BA6 Parking
544,"$1,890,000",8 Waterleaf Rd,"4+2BD5BA2 Parking2,500-3,000 sqft"
545,"$356,500",4 Royal Oak Dr,3BD2BA3 Parking
546,"$1,528,000",83 Searle Ave,4+2BD2BA5 Parking
547,"$869,900",11994 MEADOWLARK DRIVE,"3BD2BA5 Parking1,234 sqft"
548,"$2,798,000",1156 W KEITH ROAD,"4BD3BA3 Parking2,318 sqft"
549,"$1,878,000",18848 63A AVENUE,"3BD3BA6 Parking2,724 sqft"
550,"$1,851,000",5602 CRIMSON RIDGE,"6BD5BA0 Parking5,271 sqft"
551,"$1,850,000",310 E 64TH AVENUE,"7BD3BA1 Parking2,406 sqft"
552,"$625,000",97 East 22nd St,"3BD2BA2 Parking700-1,100 sqft"
553,"$1,449,900",49 Silver Tr,"4+2BD4BA7 Parking1,500-2,000 sqft"
554,"$2,589,000",528 Rougemount Dr,"4+1BD6BA6 Parking3,500-5,000 sqft"
555,"$1,088,000",57 Threadneedle Cres,3BD2BA5 Parking
556,"$779,000",2 Ashwood Crt,"3BD2BA2 Parking1,100-1,500 sqft"
557,"$1,149,000",31 Bounty Ave,"4BD4BA4 Parking2,500-3,000 sqft"
558,"$2,999,000",2537 Kate Common,4+1BD4BA4 Parking
559,"$2,399,000",350 Sunset Beach Rd,4+1BD4BA10 Parking
560,"$1,059,000",30 Wood Cres,"4BD4BA8 Parking2,000-2,500 sqft"
561,"$949,900",15 Hertle Ave,3+1BD2BA0 Parking
562,"$4,890,000",4033 W 39TH AVENUE,"5BD3BA2 Parking3,465 sqft"
563,"$599,999",32 Highcourt Cres,"3+1BD2BA5 Parking700-1,100 sqft"
564,"$1,199,999",155 Bishopsgate Rd,"4BD3BA16 Parking3,000-3,500 sqft"
565,"$2,138,000",1278 Cermel Dr,4+1BD4BA6 Parking
566,"$1,780,000",18 Waterleaf Rd,"5+1BD4BA3 Parking2,000-2,500 sqft"
567,"$998,800",8 Gleneagle Cres,3BD3BA4 Parking
568,"$998,880",1445 Mountain Grove Ave,4BD2BA4 Parking
569,"$1,470,000",5 Raiford St,"4BD4BA9 Parking2,500-3,000 sqft"
570,"$5,999,900",4021 Bethesda Rd,"5+1BD5BA19 Parking3,500-5,000 sqft"
571,"$1,099,900",523 Ormond Dr,4BD3BA4 Parking
572,"$2,498,000",7675 BURGESS STREET,"5BD8BA4 Parking3,171 sqft"
573,"$1,958,000",6825 DUNNEDIN STREET,"4BD4BA1 Parking1,840 sqft"
574,"$1,888,000",7967 19 AVENUE,"4BD4BA4 Parking2,000 sqft"
575,"$1,888,000",7969 19 AVENUE,"4BD4BA4 Parking2,000 sqft"
576,"$4,288,000",8233 GOVERNMENT ROAD,"7BD8BA8 Parking5,861 sqft"
577,"$1,029,900",22 Holbeach Rd,3+3BD4BA5 Parking
578,"$725,000",203 John St N,"3+1BD3BA0 Parking1,500-2,000 sqft"
579,"$2,999,999",1411 Point Abino Rd S,5+1BD5BA12 Parking
580,"$829,990",43 Peggy Lane,"4BD3BA7 Parking2,500-3,000 sqft"
581,"$549,900",5 Melbourne Cres,"4+2BD2BA3 Parking1,100-1,500 sqft"
582,"$1,549,000",22 Ravina Cres,"4+3BD4BA8 Parking2,500-3,000 sqft"
583,"$499,900",670 Galloway Cres,"3BD2BA3 Parking1,100-1,500 sqft"
584,"$824,999",783 Queensdale Ave E,"2+3BD2BA4 Parking700-1,100 sqft"
585,"$999,999",170 Threshing Mill Blvd,"4BD5BA2 Parking2,500-3,000 sqft"
586,"$1,378,500",2097 Glenfield Rd,"3BD4BA3 Parking1,500-2,000 sqft"
587,"$949,900",62 Neelands St,"4BD3BA6 Parking2,000-2,500 sqft"
588,"$659,000",5010 18th Sdrd,1+1BD1BA6 Parking
589,"$999,900",136 Blue Willow Dr,"3BD4BA3 Parking1,500-2,000 sqft"
590,"$699,900",93 Ritson Rd S,"3BD2BA4 Parking1,500-2,000 sqft"
591,"$1,598,000",1067 E 14TH AVENUE,"5BD2BA2 Parking2,160 sqft"
592,"$1,599,000",7360 THORMANBY CRESCENT,"4BD4BA0 Parking3,166 sqft"
593,"$1,599,000",2676 127 STREET,"4BD2BA5 Parking2,108 sqft"
594,"$700,000",32146 COTTONWOOD PLACE,"4BD1BA5 Parking1,940 sqft"
595,"$749,900",87 York St,"3BD3BA5 Parking1,500-2,000 sqft"
596,"$759,111",111 Hadati Rd,"3+1BD2BA5 Parking700-1,100 sqft"
597,"$2,888,000",42 Purdon Dr,4+2BD5BA8 Parking
598,"$599,000",5977 Barker St,"3BD2BA6 Parking1,500-2,000 sqft"
599,"$659,000",51 Glen Vista Dr,"3+1BD3BA2 Parking1,100-1,500 sqft"
600,"$1,149,900",72 Lloyd Manor Rd,3BD2BA3 Parking
601,"$839,900",12 Briarwood Pl,"3BD3BA6 Parking1,500-2,000 sqft"
602,"$1,290,000",465 Woodfield Rd,"3+1BD4BA2 Parking1,500-2,000 sqft"
603,"$1,149,000",38160 WESTWAY AVENUE,"5BD2BA5 Parking2,050 sqft"
604,"$1,069,000",31392 WINDSOR COURT,"4BD3BA4 Parking1,670 sqft"
605,"$699,900",747 Park Street S,"1BD2BA35 Parking1,500 sqft"
606,"$749,000",4 Chieftain Crescent,"3BD3BA4 Parking1,746 sqft"
607,"$2,999,999",1411 Point Abino Road S,"5BD4BA12 Parking65,535 sqft"
608,"$349,900",12 Mercia Street,"6BD3BA4 Parking1,000 sqft"
609,"$1,695,000",71859 Sunridge Crescent,"5BD5BA0 Parking25,743 sqft"
610,"$549,900",86 Lampman Crescent,"3+2BD2BA2 Parking1,051 sqft"
611,"$1,390,000",LOT 72 Street B,"4BD1BA0 Parking3,000 sqft"
612,"$599,999",122 Rutherford Road N,Studio2BA0 Parking
613,"$2,899,900",1185 Shoreview Drive,"4+1BD5BA11 Parking4,198 sqft"
614,"$995,000",69 Division Street,"4BD2BA0 Parking2,360 sqft"
615,"$1,499,000",1060 Bonnybrook Drive,"3+2BD3BA10 Parking4,700 sqft"
616,"$520,000",610 Greenock Street W,"2BD2BA2 Parking1,183 sqft"
617,"$1,149,000",31 Bounty Avenue,"5BDBA0 Parking2,717 sqft"
618,"$549,900",18 Josselyn Drive,"3BD3BA0 Parking1,350 sqft"
619,"$1,299,000",783 Queenston Boulevard,"4BD5BA0 Parking3,145 sqft"
620,"$729,900",111 Milroy Drive,"2+2BD2BA0 Parking2,580 sqft"
621,"$459,000",1161 Shibagua Road,"1BD2BA0 Parking65,535 sqft"
622,"$999,990",249 Crafter Crescent,"4BD4BA6 Parking3,509 sqft"
623,"$999,900",332 Briarwood Drive,"3+1BD3BA6 Parking1,577 sqft"
624,"$739,900",9 Chalfont Road,"3BD3BA4 Parking1,945 sqft"
625,"$1,175,000",1237 Carfa Crescent,"3BD3BA6 Parking1,959 sqft"
626,"$119,900",50 Waite Avenue,2BD1BA2 Parking780 sqft
627,"$436,000",213 Mitchell Street,"2BD2BA5 Parking1,234 sqft"
628,"$799,000",182 Byers Street,"4BD3BA2 Parking1,820 sqft"
629,"$975,000",1222 Mapleview Drive,"2+3BD4BA10 Parking1,797 sqft"
630,"$715,000",129 Bristlecone Court,"2BD2BA3 Parking1,522 sqft"
631,"$1,599,000",30 Blue Jay Court,"4BD4BA0 Parking3,800 sqft"
632,"$1,099,999",376 Duncombe Drive,"3+1BD2BA0 Parking1,073 sqft"
633,"$297,000",509 Admiral Street,"3BD2BA0 Parking1,005 sqft"
634,"$2,999,000",2537 Kate Common,"4+1BD4BA4 Parking3,250 sqft"
635,"$599,900",109 Albert Street N,"3+2BD3BA0 Parking11,804 sqft"
636,"$549,900",954 Dearness Drive,"3BD2BA5 Parking1,144 sqft"
637,"$77,777",C6 5B - 1003 Matthews Drive,"3BD3BA2 Parking65,535 sqft"
638,"$799,000",4342 Mann Street,"3BD2BA4 Parking1,751 sqft"
639,"$389,900",3222 21 Highway,"4BD2BA0 Parking56,628 sqft"
640,"$450,000",12 Birch Street,"2BD2BA0 Parking1,200 sqft"
641,"$299,900",552 Nelson Street,"2BD1BA2 Parking1,524 sqft"
642,"$489,900",38 Snowdon Crescent,"3BD3BA2 Parking1,050 sqft"
643,"$659,900",289 Woodycrest Avenue,"3+1BD2BA0 Parking1,036 sqft"
644,"$319,000",25 Park Street,2BD1BA0 Parking957 sqft
645,"$999,900",13 Scott Drive Drive,"4BDBA5 Parking2,610 sqft"
646,"$1,299,000",398 Coons Road,"3+1BD2BA0 Parking65,535 sqft"
647,"$439,900",43 Seventh Street,"2BD2BA0 Parking1,298 sqft"
648,"$799,990",34 Cheevers Road,"4BD3BA4 Parking2,066 sqft"
649,"$1,200,000",584986 Beachville Road,"3BD3BA0 Parking65,535 sqft"
650,"$425,000",1285 Dundas Street,"4BD2BA5 Parking1,479 sqft"
651,"$949,900",26 Clubhouse Drive,"2+3BD4BA2 Parking1,444 sqft"
652,"$799,900",203 Gibbons Street,"2BD2BA4 Parking1,450 sqft"
653,"$837,500",191 Gibbons Street,"2BD2BA4 Parking1,807 sqft"
654,"$699,900",532 Charlotte Street,"5BD3BA4 Parking4,878 sqft"
655,"$399,999",141 Centre Street,"3BD2BA0 Parking1,181 sqft"
656,"$749,900",2 Robinwood Crescent,"3BD2BA0 Parking7,274 sqft"
657,"$499,900",236 Finkle Street,2+1BD2BA0 Parking622 sqft
658,"$799,900",74 Mckeen Street,"3BD3BA4 Parking1,962 sqft"
659,"$8,950,000",1218 Hamills Point Road,"2+2BD5BA8 Parking51,923 sqft"
660,"$1,449,900",49 Silver Trail,"4+2BD4BA0 Parking2,600 sqft"
661,"$1,250,000",35 Spring Garden Boulevard,"4BD5BA8 Parking2,200 sqft"
662,"$1,298,800",6 - 927 Stonecliffe Walk,"3BD4BA4 Parking2,485 sqft"
663,"$1,499,000",258 Woodridge Drive,"4BD3BA6 Parking16,683 sqft"
664,"$1,097,000",1848 Sumac Way,"3BD3BA0 Parking2,713 sqft"
665,"$1,595,800",13 - 955 Stonecliffe Walk,"3+1BD5BA4 Parking3,000 sqft"
666,"$599,900",50 Agincourt Gardens,"3BD2BA5 Parking1,014 sqft"
667,"$626,900",LOT E6 - 1365 Woodfield Crescent,"3BD3BA0 Parking1,725 sqft"
668,"$700,000",33 Sheppard Street,"2+1BD2BA4 Parking5,314 sqft"
669,"$579,900",82-84 West Street,"8BD4BA9 Parking8,886 sqft"
670,"$499,900",34 Elvira Crescent,"3BD2BA0 Parking1,120 sqft"
671,"$599,900",834 Riverside Drive,
672,"$724,000",8525 Highway 38,"3BD2BA9 Parking65,535 sqft"
673,"$629,900",LOT E4 - 1369 Woodfield Crescent,"3BD3BA0 Parking1,780 sqft"
674,"$1,299,900",805 Horseshoe Valley Road E,"3BD3BA16 Parking2,600 sqft"
675,"$519,000",10 Durham Street W,"3BDBA0 Parking3,240 sqft"
676,"$1,025,000",3408 Frontier Avenue,"2+2BD3BA4 Parking1,785 sqft"
677,"$627,900",LOT E2 - 1373 Woodfield Crescent,"3BD3BA0 Parking1,765 sqft"
678,"$749,000",105 Aaron Place,"6BD2BA4 Parking1,300 sqft"
679,"$749,000",105 Aaron Place,"3+3BD3BA4 Parking1,300 sqft"
680,"$1,049,500",29 Mcfarland Street,"2BD2BA4 Parking5,052 sqft"
681,"$249,900",84329 Kent Line,
682,"$549,995",405 Palace Road,2BD2BA0 Parking925 sqft
